label,text
Entertainment,"In Korea, the ""court entertainment dance"" was ""originally performed in the palace for entertainment at court banquets."""
Entertainment,"This is the case as much as for traditional courts as it is for contemporary ceremonials, such as the Hong Kong handover ceremony in 1997, at which an array of entertainments (including a banquet, a parade, fireworks, a festival performance and an art spectacle) were put to the service of highlighting a change in political power."
Entertainment,"It includes, for example, croquet, lawn bowling and paintball as well as many sports using various forms of balls."
Entertainment,"Since World War II ""well over 500 million visits have been recorded through world expo turnstiles""."
Entertainment,"Sporting awards are made for the results and skill, rather than for the entertainment value."
Entertainment,This type of act occasionally uses public transport as a venue.
Entertainment,"Hence, stories and activities, whether in books, film, or video games were developed specifically for child audiences."
Entertainment,"Fireworks, carefully planned and choreographed, were let off against the backdrop of many of the world's most famous buildings, including the Sydney Harbour Bridge, the Pyramids of Giza in Egypt, the Acropolis in Athens, Red Square in Moscow, Vatican City in Rome, the Brandenburg Gate in Berlin, the Eiffel Tower in Paris, and Elizabeth Tower in London."
Entertainment,"For example, the durbar was introduced to India by the Mughals, and passed onto the British Empire, which then followed Indian tradition: ""institutions, titles, customs, ceremonies by which a Maharaja or Nawab were installed ... the exchange of official presents ... the order of precedence"", for example, were ""all inherited from ... the Emperors of Delhi""."
Entertainment,"It is accepted that as well as being entertaining, playing games helps children's development."
Entertainment,"Telling stories
William Blake's painting of the pilgrims in The Canterbury Tales
William Blake's painting of the pilgrims in The Canterbury Tales
 
Scheherazade telling her stories to King Shahryar in The Arabian Nights
Scheherazade telling her stories to King Shahryar in The Arabian Nights
 
Telling stories via Wayang golek puppets in Java
Telling stories via Wayang golek puppets in Java
 
Tosa Mitsuoki illustrating her Tale of Genji
Tosa Mitsuoki illustrating her Tale of Genji
Theatre
Main article: Theatre

Saturday night audience at the Victoria Theatre, London (1872)
Theatre performances, typically dramatic or musical, are presented on a stage for an audience and have a history that goes back to Hellenistic times when ""leading musicians and actors"" performed widely at ""poetical competitions"", for example at ""Delphi, Delos, Ephesus""."
Entertainment,"Effects of developments in electronic media

Arthur Sullivan on recording music
Duration: 1 minute and 35 seconds.1:35
1888 wax cylinder recording of composer Arthur Sullivan speaking about his reaction to Thomas Edison's invention of the phonograph."
Entertainment,"Dramatic examples include Shakespeare's influential play Hamlet, whose hero articulates these concerns in poetry; and films, such as The Matrix, which explores the nature of knowledge and was released worldwide."
Entertainment,"Some dances, such as traditional dance and ballet, need a very high level of skill and training; others, such as the can-can, require a very high level of energy and physical fitness."
Entertainment,"Public punishment

Ticket for the execution of Jonathan Wild (1725)
Although most forms of entertainment have evolved and continued over time, some once-popular forms are no longer as acceptable."
Entertainment,"(late 18th century)
Victory banquet by Emperor Qianlong to greet the officers who attended the campaign against Taiwan."
Entertainment,"One of the oldest known board games is Senet, a game played in Ancient Egypt, enjoyed by the pharaoh Tutankhamun."
Entertainment,"Creators of The Lego Movie ""wanted the audience to believe they were looking at actual Lego bricks on a tabletop that were shot with a real camera, not what we actually did, which was create vast environments with digital bricks inside the computer."""
Entertainment,"The consequence of excess and crowds can produce breaches of social norms of behaviour, sometimes causing injury or even death, such as for example, at the Altamont Free Concert, an outdoor rock festival."
Entertainment,"The amount of time expended by children indoors on screen-based entertainment and the ""remarkable collapse of children's engagement with nature"" has drawn criticism for its negative effects on imagination, adult cognition and psychological well-being."
Entertainment,"Magic
Main article: Magic (illusion)
The form of entertainment known as stage magic or conjuring and recognisable as performance, is based on traditions and texts of magical rites and dogmas that have been a part of most cultural traditions since ancient times."
Entertainment,"Typically, the busker provides an entertaining ambience, often with an unusual instrument, and the audience may not stop to watch or form a crowd."
Entertainment,"The Americans first ""contrived a way of producing an illusion of motion through successive images,"" but ""the French were able to transform a scientific principle into a commercially lucrative spectacle""."
Entertainment,"Although kings, rulers and powerful people have always been able to pay for entertainment to be provided for them and in many cases have paid for public entertainment, people generally have made their own entertainment or when possible, attended a live performance."
Entertainment,The evolution of an activity into a sport and then an entertainment is also affected by the local climate and conditions.
Entertainment,"On the other hand, sometimes architecture is entertainment, while pretending to be functional."
Entertainment,"Written stories have been enhanced by illustrations, often to a very high artistic standard, for example, on illuminated manuscripts and on ancient scrolls such as Japanese ones."
Entertainment,"Architecture as entertainment

Inauthentic castle in Disneyland amusement park
Architects who push the boundaries of design or construction sometimes create buildings that are entertaining because they exceed the expectations of the public and the client and are aesthetically outstanding."
Entertainment,"Fox hunting, which involves the use of horses as well as hounds, and bullfighting, which has a strong theatrical component, are two entertainments that have a long and significant cultural history."
Entertainment,This is in contrast to education (which is designed with the purpose of developing understanding or helping people to learn) and marketing (which aims to encourage people to purchase commercial products).
Entertainment,"As an example of speed of change driven by electronic media, over the course of one generation, television as a medium for receiving standardised entertainment products went from unknown, to novel, to ubiquitous and finally to superseded."
Entertainment,"Aside from their contribution to entertainments related to military successes, courtly displays and personal celebrations, fireworks are also used as part of religious ceremony."
Entertainment,Increasingly sophisticated techniques have been used in the film medium to delight and entertain audiences.
Entertainment,It depicts children playing a range of games that presumably were typical of the time.
Entertainment,The instruments used in musical entertainment are either solely the human voice or solely instrumental or some combination of the two.
Entertainment,Even more listeners are entertained by pre-recorded music and listen privately.
Entertainment,"Entertainment is also provided to children or taught to them by adults and many activities that appeal to them such as puppets, clowns, pantomimes and cartoons are also enjoyed by adults."
Entertainment,"Festivals devoted to music, film, or dance allow audiences to be entertained over a number of consecutive days."
Entertainment,Court entertainment often moved from being associated with the court to more general use among commoners.
Entertainment,"For example, while some cultures regard any dancing by women as ""the most shameful form of entertainment"", other cultures have established venues such as strip clubs where deliberately erotic or sexually provocative dances such as striptease are performed in public by professional women dancers for mostly male audiences."
Entertainment,"Questions such as these drive many narratives and dramas, whether they are presented in the form of a story, film, play, poem, book, dance, comic, or game."
Entertainment,Video games are popular across the world.
Entertainment,They have been hunted for entertainment (as opposed to hunted for food); displayed while they hunt for prey; watched when they compete with each other; and watched while they perform a trained routine for human amusement.
Entertainment,Sightlines and acoustics are also important design considerations in most theatrical venues.
Entertainment,Aristotle and his teacher Plato both wrote on the theory and purpose of theatre.
Entertainment,"Hence, the relationship between spectator and participant, unlike entertainments proper, is different."
Entertainment,The annual Lord Mayor's Show in London is an example of a civic parade that has survived since medieval times.
Entertainment,"For example, the modern sport of surfing is associated with Hawaii and that of snow skiing probably evolved in Scandinavia."
Entertainment,This constitutes a significant change from earlier times.
Entertainment,"Limericks, for example, use verse in a strict, predictable rhyme and rhythm to create humour and to amuse an audience of listeners or readers."
Entertainment,"I am astonished and somewhat terrified at the results of this evening's experiment – astonished at the wonderful power you have developed, and terrified at the thought that so much hideous and bad music may be put on record forever."
Entertainment,"Their ultimate international competitions, the FIFA World Cup and the Cricket World Cup, are broadcast around the world."
Entertainment,Other contests involving animals remain controversial and have both supporters and detractors.
Entertainment,"Norway (2005)
Films are a major form of entertainment, although not all films have entertainment as their primary purpose: documentary film, for example, aims to create a record or inform, although the two purposes often work together."
Entertainment,"On the other hand, players in a game may constitute their own audience as they take their turn to play."
Entertainment,Physical games can develop agility and competence in motor skills.
Entertainment,"Another evolution, similar to that from courtly entertainment to common practice, was the transition from religious ritual to secular entertainment, such as happened during the Goryeo dynasty with the Narye festival."
Entertainment,"In modern times, banquets are available privately, or commercially in restaurants, sometimes combined with a dramatic performance in dinner theatres."
Entertainment,"The rapid development of entertainment technology was assisted by improvements in data storage devices such as cassette tapes or compact discs, along with increasing miniaturisation."
Entertainment,"Performance takes a wide range of forms, including theatre, music and drama."
Entertainment,The Japanese Manga style differs from the western approach in that it encompasses a wide range of genres and themes for a readership of all ages.
Entertainment,"It has been claimed that ""there is no direct link between the Roman circus and the circus of modern times."
Entertainment,"Other activities, such as walking on stilts, are still seen in circus performances in the 21st century."
Entertainment,"quote from and commentary by Fischer (2003)

The young Saint Teresa of Ávila (1515–1582) read chivalrous novels and wrote about the ""rapture"" that books provided."
Entertainment,"Some contests between animals, once popular entertainment for the public, have become illegal because of the cruelty involved."
Entertainment,"For example, in Africa, there are ""Dahomean dances, Hausa dances, Masai dances and so forth."""
Entertainment,"Many religious festivals (especially those that incorporate processions, such as Holy Week processions or the Indian festival of Holi) have some entertainment appeal in addition to their serious purpose."
Entertainment,"Dance
Main article: Dance
Duration: 1 minute and 45 seconds.1:45
Contra dancers at a ball in New Hampshire, United States (silent video)
The many forms of dance provide entertainment for all age groups and cultures."
Entertainment,"In the 20th century, radio and television, often broadcast live, extended the theatrical tradition that continued to exist alongside the new forms."
Entertainment,"Storytelling, music, drama, dance, and different kinds of performance exist in all cultures, were supported in royal courts, and developed into sophisticated forms over time, becoming available to all citizens."
Entertainment,"The manner in which the Kumbh Mela, for example, ""is divorced from its cultural context and repackaged for Western consumption – renders the presence of voyeurs deeply problematic."""
Entertainment,"Relatively minor changes to the form and venue of an entertainment continue to come and go as they are affected by the period, fashion, culture, technology, and economics."
Entertainment,"Many of these games, such as marbles, hide-and-seek, blowing soap bubbles and piggyback riding continue to be played."
Entertainment,"Comedy
Main article: Comedy

Comedian Charlie Chaplin impersonating Hitler for comic effect in the satirical film The Great Dictator (1940)
Comedy is both a genre of entertainment and a component of it, providing laughter and amusement, whether the comedy is the sole purpose or used as a form of contrast in an otherwise serious piece."
Entertainment,"Aristotle posed questions such as ""What is the function of the arts in shaping character?"
Entertainment,"At the same time, the ongoing need for entertainers as ""professional engagers"" shows the continuity of traditional entertainment."
Entertainment,"In modern times, some of the grandest buildings for entertainment have brought fame to their cities as well as their designers."
Entertainment,"These too are developed into books, films, music and games in a way that increases their longevity and enhances their entertainment value."
Entertainment,"Dance is ""a form of cultural representation"" that involves not just dancers, but ""choreographers, audience members, patrons and impresarios ... coming from all over the globe and from vastly varied time periods."""
Entertainment,"It also encompass all three forms, demanding a high level of musical and dramatic skill, collaboration and like the masque, production expertise as well."
Entertainment,"""The earliest storytelling sequences we possess, now of course, committed to writing, were undoubtedly originally a speaking from mouth to ear and their force as entertainment derived from the very same elements we today enjoy in films and novels."""
Entertainment,"The meaning of the word ""comedy"" and the audience's expectations of it have changed over time and vary according to culture."
Entertainment,An entertainment might go beyond gratification and produce some insight in its audience.
Entertainment,Media convergence is said to be more than technological: the convergence is cultural as well.
Entertainment,"Among these are blood sports such as bear-baiting, dog fighting and cockfighting."
Entertainment,"Board games, such as Go, Monopoly or backgammon need a board and markers."
Entertainment,Simple physical comedy such as slapstick is entertaining to a broad range of people of all ages.
Entertainment,"A comparable multi-stage, long-form sport with global appeal is the Tour de France, unusual in that it takes place outside of special stadia, being run instead in the countryside."
Entertainment,"Other flow on effects of the shift are likely to include those on public architecture such as hospitals and nursing homes, where television, regarded as an essential entertainment service for patients and residents, will need to be replaced by access to the internet."
Entertainment,"Others maintain that pole vaulting was used in warfare to vault over fortress walls during battle."""
Entertainment,"The first form is the ""circle show""."
Entertainment,"As the clock struck midnight and 1999 became 2000, firework displays and open-air parties greeted the New Year as the time zones changed over to the next century."
Entertainment,"Usually thought of as a travelling show performed in a big top, circus was first performed in permanent venues."
Entertainment,"Entertainment is provided for mass audiences in purpose-built structures such as a theatre, auditorium, or stadium."
Entertainment,"Maracanã, Rio de Janeiro, at inauguration (1950) the world's largest stadium by capacity
Maracanã, Rio de Janeiro, at inauguration (1950) the world's largest stadium by capacity
 
Flamingo Entertainment Centre, Vantaa (2008), includes a variety of entertainment activities (e.g."
Entertainment,"Stories are still told in the early forms, for example, around a fire while camping, or when listening to the stories of another culture as a tourist."
Entertainment,"The advent of computer-generated imagery (CGI) in the 21st century made it ""possible to do spectacle"" more cheaply and ""on a scale never dreamed of"" by Cecil B. DeMille."
Entertainment,Equipment varies with the game.
Entertainment,"Charlie Chaplin's film The Great Dictator was a brave and innovative parody, also on a political theme."
Entertainment,"In Sudan, musical instruments such as the so-called ""slit"" or ""talking"" drums, once ""part of the court orchestra of a powerful chief"", had multiple purposes: they were used to make music; ""speak"" at ceremonies; mark community events; send long-distance messages; and call men to hunt or war."
Entertainment,"The Story of Film, a documentary about the history of film, gives a survey of global achievements and innovations in the medium, as well as changes in the conception of film-making."
Entertainment,"For example, convergence is challenging standard practices in the film industry: whereas ""success or failure used to be determined by the first weekend of its run."
Entertainment,"The audience's experience of the entertainment is affected by their expectations, the stagecraft, the type of stage, and the type and standard of seating provided."
Entertainment,"In royal courts, such as in the Byzantine court, and presumably, also in its wealthy households, ""mimes were the focus of orchestrated humour, expected or obliged to make fun of all at court, not even excepting the emperor and members of the imperial family."
Entertainment,"""In the summer of 46 BCE Julius Caesar chose to celebrate four triumphs held on different days extending for about one month."""
Entertainment,"Films also re-imagine entertainment from other forms, turning stories, books and plays, for example, into new entertainments."
Entertainment,The Bayreuth Festspielhaus in Germany is a theatre designed and built for performances of one specific musical composition.
Entertainment,"Similarly, in Shanghai, China, in the 1930s, ""dancing and nightclubs had come to symbolise the excess that plagued Chinese society"" and officials wondered if ""other forms of entertainment such as brothels"" should also be banned."
Entertainment,They presented conquered peoples and nations that exalted the prestige of the victor.
Entertainment,"Developments in stadium and auditorium design, as well as in recording and broadcast technology, have allowed off-site spectators to watch sport, with the result that the size of the audience has grown ever larger and spectator sport has become increasingly popular."
Entertainment,"However, they require ""a whole new approach"" to design, because they need to be ""sophisticated entertainment centres, multi-experience venues, capable of being enjoyed in many diverse ways""."
Entertainment,Some may have evolved from serious or necessary activities (such as running and jumping) into competition and then become entertainment.
Entertainment,The psychology of entertainment as well as of learning has been applied to all these fields.
Entertainment,Individuals and corporations use video hosting services to broadcast content that is equally accepted by the public as legitimate entertainment.
Entertainment,"Types of audience engagement with musical entertainment
Traditional instruments used to accompany dance (Tibet, 1949)
Traditional instruments used to accompany dance (Tibet, 1949)
 
Children's choir providing musical entertainment (Soviet Union, 1979)
Children's choir providing musical entertainment (Soviet Union, 1979)
 
Ensemble entertains travellers in the Paris Métro (2002)
Ensemble entertains travellers in the Paris Métro (2002)
 
Drummer playing Boduberu (Maldives, 2010)
Drummer playing Boduberu (Maldives, 2010)
 
Choir and orchestra in ecclesiastical setting (Italy, 2008)
Choir and orchestra in ecclesiastical setting (Italy, 2008)
 
Contemporary audience in ancient outdoor stadium (Greece, 2009)
Contemporary audience in ancient outdoor stadium (Greece, 2009)
 
A concert with a 3D enhanced stage (Singapore, 2010)
A concert with a 3D enhanced stage (Singapore, 2010)
 
Concert hall audience (Netherlands, 2010)
Concert hall audience (Netherlands, 2010)
 
Crowd surfing at a concert (France, 2011)
Crowd surfing at a concert (France, 2011)
 
Woman listening privately to music through headphones (Russia, 2010)
Woman listening privately to music through headphones (Russia, 2010)
Games
Main article: Game
Games are played for entertainment – sometimes purely for recreation, sometimes for achievement or reward as well."
Entertainment,"However, ""in many cases of animal advocacy groups versus organisations accused of animal abuse, both sides have cultural claims."""
Entertainment,"Capital punishments that lasted longer, such as stoning and drawing and quartering, afforded a greater public spectacle."
Entertainment,It cites a 1490 usage by William Caxton.
Entertainment,"Parades generally impress and delight often by including unusual, colourful costumes."
Entertainment,"In the 21st century, entertainment venues, especially stadia, are ""likely to figure among the leading architectural genres""."
Entertainment,"Efforts to prevent such incidents include appointing special officers, such as the medieval Lord of Misrule or, in modern times, security officers who control access; and also ongoing improvement of relevant standards such as those for building safety."
Entertainment,"The convergence of computers and film has allowed entertainment to be presented in a new way and the technology has also allowed for those with the personal resources to screen films in a home theatre, recreating in a private venue the quality and experience of a public theatre."
Entertainment,The list of ball games is quite extensive.
Entertainment,"For example, there are awards for music, games (including video games), comics, theatre, television, film, dance and magical arts."
Entertainment,"One of the most famous visual accounts of children's games is a painting by Pieter Bruegel the Elder called Children's Games, painted in 1560."
Entertainment,Prestigious awards are given by the industry for excellence in the various types of entertainment.
Entertainment,"Even the sports stadium of the future will increasingly compete with television viewing ""...in terms of comfort, safety and the constant flow of audio-visual information and entertainment available."""
Entertainment,"Banning had the effect of making ""the dance craze"" even greater."
Entertainment,"In Ireland, the Public Dance Hall Act of 1935 ""banned – but did not stop – dancing at the crossroads and other popular dance forms such as house and barn dances."""
Entertainment,An example of a creative work that considers philosophical questions so entertainingly that it has been presented in a very wide range of forms is The Hitchhiker's Guide to the Galaxy.
Entertainment,"The speed at which the venue empty is important both for amenity and safety, because large crowds take a long time to disperse from a badly designed venue, which creates a safety risk."
Entertainment,"Public punishment as entertainment lasted until the 19th century by which time ""the awesome event of a public hanging aroused the[ir] loathing of writers and philosophers""."
Entertainment,"In the Maya city states, for example, ""spectacles often took place in large plazas in front of palaces; the crowds gathered either there or in designated places from which they could watch at a distance."""
Entertainment,"While jobs such as writer, musician and composer exist as they always have, people doing this work are likely to be employed by a company rather than a patron as they once would have been."
Entertainment,"They might be a part of a celebration, such as a wedding or New Year, or a cultural ritual with a specific purpose, such as a dance by warriors like a haka."
Entertainment,"In Australia, the horse race run on Melbourne Cup Day is a public holiday and the public regards the race as an important annual event."
Entertainment,"Since the 20th century, performed music, once available only to those who could pay for the performers, has been available cheaply to individuals by the entertainment industry, which broadcasts it or pre-records it for sale."
Entertainment,"Computerisation and the development of barcodes also made ticketing easier, faster and global."
Entertainment,"However, as cultures become more sophisticated, national nuances appear in the style and references so that what is amusing in one culture may be unintelligible in another."
Entertainment,"Sophisticated visual effects and CGI techniques, for example, rather than humans, were used not only to create realistic images of people, landscapes and events (both real and fantastic) but also to animate non-living items such as Lego normally used as entertainment as a game in physical form."
Entertainment,Court entertainments also crossed cultures.
Entertainment,"Dance can be serious in tone, such as when it is used to express a culture's history or important stories; it may be provocative; or it may put in the service of comedy."
Entertainment,"They watched as ""lions and bears danced to the music of pipes and cymbals; horses were trained to kneel, bow, dance and prance ... acrobats turning handsprings over wild lions and vaulting over wild leopards."""
Entertainment,"As in other media, excellence and achievement in films is recognised through a range of awards, including ones from the American Academy of Motion Picture Arts and Sciences, the British Academy of Film and Television Arts, the Cannes International Film Festival in France and the Asia Pacific Screen Awards."
Entertainment,"Some dances, such as the quadrille, a square dance that ""emerged during the Napoleonic years in France"" and other country dances were once popular at social gatherings like balls, but are now rarely performed."
Entertainment,"The audience may have a passive role, as in the case of people watching a play, opera, television show, or film; or the audience role may be active, as in the case of games, where the participant and audience roles may be routinely reversed."
Entertainment,"Banquets across centuries and cultures
A banquet scene from Ancient Egypt (from a wall painting in Thebes)
A banquet scene from Ancient Egypt (from a wall painting in Thebes)
 
Byzantine banquet showing musicians and various musical instruments (1204–1453)
Byzantine banquet showing musicians and various musical instruments (1204–1453)
 
Jean Fouquet, Banquet for Charles V of France (1455–1460)
Jean Fouquet, Banquet for Charles V of France (1455–1460)
 
A banquet including roast goose given for Babur by the Mirzas in 1507 (miniature c. 1590)
A banquet including roast goose given for Babur by the Mirzas in 1507 (miniature c. 1590)
 
Bartholomeus van der Helst, Peace of Münster Amsterdam (1648)
Bartholomeus van der Helst, Peace of Münster
Amsterdam (1648)
 
Victory banquet by Emperor Qianlong to greet the officers who attended the campaign against Taiwan."
Entertainment,"Buildings, history and sacred spaces are thus made into commodities for purchase."
Entertainment,"Sometimes, religious rituals have been adapted or evolved into secular entertainments, or like the Festa del Redentore in Venice, have managed to grow in popularity while holding both secular and sacred purposes in balance."
Entertainment,"It is often combined with other forms of entertainment, such as comedy or music and showmanship is often an essential part of magic performances."
Entertainment,"Animals used for entertainment
'Ala'ud-Din and Mahima Dharma hunting a tiger while in an intimate relationship, Punjab Hills, India, 1790
'Ala'ud-Din and Mahima Dharma hunting a tiger while in an intimate relationship, Punjab Hills, India, 1790
 
Trained monkey performing for an audience of children (1900–20)
Trained monkey performing for an audience of children (1900–20)
 
Crowd watches Pharlap win the Melbourne Cup in Australia, 1930
Crowd watches Pharlap win the Melbourne Cup in Australia, 1930
 
Crowd watches a bullfight in Mexico, 2010
Crowd watches a bullfight in Mexico, 2010
Circus
Main article: Circus

Children entertained by a stilt walker performing in a circus act
A circus, described as ""one of the most brazen of entertainment forms"", is a special type of theatrical performance, involving a variety of physical skills such as acrobatics and juggling and sometimes performing animals."
Entertainment,"Amusement parks entertain paying guests with rides, such as roller coasters, ridable miniature railways, water rides, and dark rides, as well as other events and associated attractions."
Entertainment,"History
Main articles: Entertainment in the 16th century and Entertainment during the Great Depression

Albert Bierstadt's The Campfire depicts storytelling, a universal form of entertainment

Mosaic showing Roman entertainments that would have been offered at the gladiatorial games, from the 1st century
The ""ancient craft of communicating events and experiences, using words, images, sounds and gestures"" by telling a story is not only the means by which people passed on their cultural values and traditions and history from one generation to another, it has been an important part of most forms of entertainment ever since the earliest times."
Entertainment,"Such at least was the case with me – the publican devised a plan to bring my entertainment to an end abruptly, and the plan was, he told the waiter to throw a wet towel at me, which, of course, the waiter did ... and I received the wet towel, full force, in the face, which staggered me ... and had the desired effect of putting an end to me giving any more entertainments in the house."
Entertainment,"Among literature's many genres are some designed, in whole or in part, purely for entertainment."
Entertainment,"From London 1851 to Paris 1900, ""in excess of 200 million visitors had entered the turnstiles in London, Paris, Vienna, Philadelphia, Chicago and a myriad of smaller shows around the world."""
Entertainment,"Whether in a medieval market or a small shop, ""shopping always offered forms of exhilaration that took one away from the everyday""."
Entertainment,Entertainment is a form of activity that holds the attention and interest of an audience or gives pleasure and delight.
Entertainment,Examples of the second sort include the individual work over 50 years of Charles M. Schulz who produced a popular comic called Peanuts about the relationships among a cast of child characters; and Michael Leunig who entertains by producing whimsical cartoons that also incorporate social criticism.
Entertainment,"quoted in Fischer (2003)

Reading has been a source of entertainment for a very long time, especially when other forms, such as performance entertainments, were (or are) either unavailable or too costly."
Entertainment,"One of the most famous venues in the Western world, the Colosseum, ""dedicated AD 80 with a hundred days of games, held fifty thousand spectators,"" and in it audiences ""enjoyed blood sport with the trappings of stage shows""."
Entertainment,"Applause
Duration: 38 seconds.0:38
Audience applauding a performance of Cavalleria Rusticana by Pietro Mascagni (2011)
Problems playing this file?"
Entertainment,"Entertainment can be public or private, involving formal, scripted performances, as in the case of theatre or concerts, or unscripted and spontaneous, as in the case of children's games."
Entertainment,"Astley brought together performances that were generally familiar in traditional British fairs ""at least since the beginning of the 17th century"": ""tumbling, rope-dancing, juggling, animal tricks and so on""."
Entertainment,"""African American dancers were typically banned from performing in minstrel shows until after the American Civil War."""
Entertainment,"Since it combines many forms of entertainment – music, movement, storytelling, theatre – it provides a good example of the various ways that these forms can be combined to create entertainment for different purposes and audiences."
Entertainment,"For example, the 1878 Paris Exposition facilitated international cooperation about ideas, innovations and standards."
Entertainment,"To distinguish the players from the audience, the latter are often known as spectators."
Entertainment,"""; ""What is the right thing to do?"
Entertainment,"Some expected that halfway through the second decade of the 21st century, online entertainment would have completely replaced television – which did not happen."
Entertainment,"Since dance is often ""associated with the female body and women's experiences"", female dancers, who dance to entertain, have in some cases been regarded as distinct from ""decent"" women because they ""use their bodies to make a living instead of hiding them as much as possible""."
Entertainment,They can also be played online with participants joining in remotely.
Entertainment,"During the Chinese Cultural Revolution, for example, Revolutionary opera was sanctioned by the Communist party and World War I, the Great Depression and the Russian Revolution all affected entertainment."
Entertainment,"Entertainment evolves and can be adapted to suit any scale, ranging from an individual who chooses private entertainment from a now enormous array of pre-recorded products, to a banquet adapted for two, to any size or type of party with appropriate music and dance, to performances intended for thousands, and even for a global audience."
Entertainment,The process has been accelerated in modern times by an entertainment industry that records and sells entertainment products.
Entertainment,"Some entertainment, such as public executions, is now illegal in most countries."
Entertainment,"An important aspect of entertainment is the audience, which turns a private recreation or leisure activity into entertainment."
Entertainment,"Even when the primary purpose of the writing is to inform or instruct, reading is well known for its capacity to distract from everyday worries."
Entertainment,"Originally published in the early 19th century, this collection of folk stories significantly influence modern popular culture, which subsequently used its themes, images, symbols, and structural elements to create new entertainment forms."
Entertainment,"Parades across cultures
Triumph of Caesar, Andreani (1588/9)
Triumph of Caesar, Andreani (1588/9)
 
Alfred Jacob Miller Cavalcade by the Snake Indians (1858–60)
Alfred Jacob Miller Cavalcade by the Snake Indians (1858–60)
 
Parade from the onlooker perspective (1816)
Parade from the onlooker perspective (1816)
 
Inauguration parade of US President McKinley (1897)
 
Respectful crowd at motorcade in Canada (1945)
Respectful crowd at motorcade in Canada (1945)
 
Ganesh Visarjan, Mumbai (2007)
Ganesh Visarjan, Mumbai (2007)
 
Costumes in West Indian Day parade (2008)
Costumes in West Indian Day parade (2008)
 
Celebratory parade in London before seated audience (2008)
Celebratory parade in London before seated audience (2008)
 
Flypast (2012)
Flypast (2012)
 
Festive parade in Brazil (2014)
Festive parade in Brazil (2014)
Fireworks
Main article: Fireworks

Spectators at Bicentennial fireworks in Colombia
Fireworks are a part of many public entertainments and have retained an enduring popularity since they became a ""crowning feature of elaborate celebrations"" in the 17th century."
Entertainment,"Such intentional tourist attractions divorce buildings from the past so that ""the difference between historical authenticity and contemporary entertainment venues/theme parks becomes hard to define""."
Entertainment,"Most forms of entertainment have persisted over many centuries, evolving due to changes in culture, technology, and fashion, as with stage magic."
Entertainment,Sometimes the climate offers a chance to adapt another sport such as in the case of ice hockey – an important entertainment in Canada.
Entertainment,Good buskers control the crowd so patrons do not obstruct foot traffic.
Entertainment,"Industry
Further information: Film industry, Media market, Music industry, Show business, Sport industry, and Video game industry
Entertainment is big business, especially in the United States, but ubiquitous in all cultures."
Entertainment,"One estimate was that by 2011 over 30 per cent of households in the US would own a Wii console, ""about the same percentage that owned a television in 1953""."
Entertainment,"However, the distinctions become blurred when education seeks to be more ""entertaining"" and entertainment or marketing seek to be more ""educational""."
Entertainment,The art and practice of busking is still celebrated at annual busking festivals.
Entertainment,"In some cases, such as the international running group Hash House Harriers, participants create a blend of sport and entertainment for themselves, largely independent of spectator involvement, where the social component is more important than the competitive."
Entertainment,"The technology enabled people to see, hear and participate in all the familiar forms – stories, theatre, music, dance – wherever they live."
Entertainment,"Poster for a 1908 production of Verdi's 1871 opera Aida, performed by the Hippodrome Opera Company of Cleveland, Ohio
Audiences generally show their appreciation of an entertaining performance with applause."
Entertainment,"In the same way, other activities, such as cooking, have developed into performances among professionals, staged as global competitions, and then broadcast for entertainment."
Entertainment,They are erected indoors or outdoors.
Entertainment,"The players may have an audience of non-players, such as when people are entertained by watching a chess championship."
Entertainment,"The ""proliferation of portable media players and the emphasis on the computer as a site for film consumption"" together have significantly changed how audiences encounter films."
Entertainment,"Caricature uses a kind of graphic entertainment for purposes ranging from merely putting a smile on the viewer's face, to raising social awareness, to highlighting the moral characteristics of a person being caricatured."
Entertainment,Children have always played games.
Entertainment,Video games are played using a controller to create results on a screen.
Entertainment,"Many are geared for children, and can be played outdoors, including hopscotch, hide and seek, or Blind man's bluff."
Entertainment,"As a form of spectacle and entertainment, expositions influenced ""everything from architecture, to patterns of globalisation, to fundamental matters of human identity"" and in the process established the close relationship between ""fairs, the rise of department stores and art museums"", the modern world of mass consumption and the entertainment industry."
Entertainment,"What kind of entertainment should be provided for those who do not belong to the elite?"""
Entertainment,"Stage magic is performed for an audience in a variety of media and locations: on stage, on television, in the street, and live at parties or events."
Entertainment,"Whatever their mood or primary purpose, parades attract and entertain people who watch them pass by."
Entertainment,"One of the most famous courtly uses of fireworks was one used to celebrate the end of the War of the Austrian Succession and while the fireworks themselves caused a fire, the accompanying Music for the Royal Fireworks written by Handel has been popular ever since."
Entertainment,"For example, it is used to enhance storytelling, it is indispensable in dance and opera, and is usually incorporated into dramatic film or theatre productions."
Entertainment,"The parks are built on a large area subdivided into themed areas named ""lands""."
Entertainment,"However, they have drastically declined."
Entertainment,"Hence, although stories may be delivered directly to a small listening audience, they are also presented as entertainment and used as a component of any piece that relies on a narrative, such as film, drama, ballet, and opera."
Entertainment,"In the 1950s, it was television that was the new medium and it rapidly became global, bringing visual entertainment, first in black and white, then in colour, to the world."
Entertainment,"In Europe from the Middle Ages to the Baroque the Royal Entry celebrated the formal visit of the monarch to the city with a parade through elaborately decorated streets, passing various shows and displays."
